day_of_week,holiday,time_in_hour,status,previous_status,amount_per_day,full,range_knn,range_rf,day_in_year
4,0,13,42,40,87,0,0,2,265
5,0,2,31,100,45,0,0,2,266
6,1,10,16,54,52,0,0,1,267
7,1,12,95,67,6,1,1,4,268
1,0,11,15,99,48,0,0,1,269
2,0,23,39,88,8,0,0,2,270
3,0,17,80,1,100,0,1,4,271
4,0,15,94,19,86,1,1,4,272
5,0,3,50,51,61,0,0,3,273
6,1,9,20,11,40,0,0,1,274
7,1,20,88,17,46,1,1,4,275
1,0,23,10,10,1,0,0,1,276
2,0,0,91,52,98,1,1,4,277
3,0,12,3,80,95,0,0,1,278
4,0,18,20,0,5,0,0,1,279
5,0,8,68,39,20,0,0,3,280
6,1,5,27,34,55,0,0,2,281
7,1,9,56,80,89,0,0,3,282
1,0,15,6,77,84,0,0,1,283
2,0,6,83,65,45,0,1,4,284
3,0,22,39,28,34,0,0,2,285
4,0,7,79,41,43,0,1,4,286
5,0,15,14,54,65,0,0,1,287
6,1,14,64,49,21,0,0,3,288
7,1,7,92,29,17,1,1,4,289
1,0,19,65,8,95,0,0,3,290
2,0,1,36,51,56,0,0,2,291
3,0,0,32,92,33,0,0,2,292
4,0,15,30,79,32,0,0,2,293
5,0,12,77,66,33,0,1,4,294
6,1,19,41,35,28,0,0,2,295
7,1,5,78,76,92,0,1,4,296
1,0,14,56,38,30,0,0,3,297
2,0,23,79,36,10,0,1,4,298
3,0,9,22,27,0,0,0,1,299
4,0,15,28,2,14,0,0,2,300
5,0,23,22,67,21,0,0,1,301
6,1,22,86,19,94,1,1,4,302
7,1,3,61,84,40,0,0,3,303
1,0,4,59,85,87,0,0,3,304
2,0,23,40,58,78,0,0,2,305
3,0,1,51,53,37,0,0,3,306
4,0,2,24,72,16,0,0,1,307
5,0,6,10,58,45,0,0,1,308
6,1,6,37,48,68,0,0,2,309
7,1,2,71,31,63,0,0,3,310
1,0,17,88,75,49,1,1,4,311
2,0,12,59,11,96,0,0,3,312
3,0,23,82,27,0,0,1,4,313
4,0,22,41,6,96,0,0,2,314
5,0,3,74,3,39,0,0,3,315
6,1,3,19,89,39,0,0,1,316
7,1,3,28,89,96,0,0,2,317
1,0,15,100,7,73,1,1,4,318
2,0,9,77,68,34,0,1,4,319
3,0,8,67,94,80,0,0,3,320
4,0,19,78,94,65,0,1,4,321
5,0,8,10,87,18,0,0,1,322
6,1,18,48,42,67,0,0,2,323
7,1,11,58,38,53,0,0,3,324
1,0,15,47,98,28,0,0,2,325
2,0,3,7,68,96,0,0,1,326
3,0,22,61,9,39,0,0,3,327
4,0,13,62,68,36,0,0,3,328
5,0,21,57,71,13,0,0,3,329
6,1,17,27,32,75,0,0,2,330
7,1,4,87,43,35,1,1,4,331
1,0,5,12,43,66,0,0,1,332
2,0,0,73,98,17,0,0,3,333
3,0,22,75,28,46,0,0,3,334
4,0,3,79,94,45,0,1,4,335
5,0,8,17,19,77,0,0,1,336
6,1,18,59,40,50,0,0,3,337
7,1,12,89,83,96,1,1,4,338
1,0,18,36,85,92,0,0,2,339
2,0,22,74,90,26,0,0,3,340
3,0,23,66,88,60,0,0,3,341
4,0,5,37,51,45,0,0,2,342
5,0,1,65,66,38,0,0,3,343
6,1,7,73,20,100,0,0,3,344
7,1,9,64,48,32,0,0,3,345
1,0,7,81,72,2,0,1,4,346
2,0,5,84,59,32,0,1,4,347
3,0,3,2,49,16,0,0,1,348
4,0,3,81,89,51,0,1,4,349
5,0,12,1,90,6,0,0,1,350
6,1,13,22,45,75,0,0,1,351
7,1,22,8,90,12,0,0,1,352
1,0,18,85,29,68,1,1,4,353
2,0,5,87,81,94,1,1,4,354
3,0,14,11,90,14,0,0,1,355
4,0,0,64,17,71,0,0,3,356
5,0,3,33,54,31,0,0,2,357
6,1,12,76,95,21,0,1,4,358
7,1,20,0,31,16,0,0,1,359
1,0,15,68,5,16,0,0,3,360
2,0,6,85,59,40,1,1,4,361
3,0,10,37,7,1,0,0,2,362
4,0,21,18,22,7,0,0,1,363
5,0,13,30,42,53,0,0,2,364
6,1,12,84,2,69,0,1,4,365
7,1,10,91,43,65,1,1,4,1
1,0,18,74,23,72,0,0,3,2
2,0,15,85,94,57,1,1,4,3
3,0,17,27,42,58,0,0,2,4
4,0,1,82,61,93,0,1,4,5
5,0,14,72,37,0,0,0,3,6
6,1,22,9,67,27,0,0,1,7
7,1,4,57,43,68,0,0,3,8
1,0,17,72,92,21,0,0,3,9
2,0,2,34,39,68,0,0,2,10
3,0,22,52,40,1,0,0,3,11
4,0,8,52,33,46,0,0,3,12
5,0,5,35,81,69,0,0,2,13
6,1,12,28,63,21,0,0,2,14
7,1,16,76,19,47,0,1,4,15
1,0,14,63,54,60,0,0,3,16
2,0,20,77,2,73,0,1,4,17
3,0,23,85,97,41,1,1,4,18
4,0,3,84,73,77,0,1,4,19
5,0,16,57,34,80,0,0,3,20
6,1,7,43,77,77,0,0,2,21
7,1,10,98,6,81,1,1,4,22
1,0,6,66,76,48,0,0,3,23
2,0,22,23,39,25,0,0,1,24
3,0,16,26,22,81,0,0,2,25
4,0,0,78,41,87,0,1,4,26
5,0,10,45,69,82,0,0,2,27
6,1,20,43,54,25,0,0,2,28
7,1,14,5,27,68,0,0,1,29
1,0,9,42,54,32,0,0,2,30
2,0,4,54,85,39,0,0,3,31
3,0,12,69,28,18,0,0,3,32
4,0,11,32,3,91,0,0,2,33
5,0,16,3,71,75,0,0,1,34
6,1,8,45,1,8,0,0,2,35
7,1,10,54,92,31,0,0,3,36
1,0,18,58,91,12,0,0,3,37
2,0,2,67,78,6,0,0,3,38
3,0,13,36,84,5,0,0,2,39
4,0,11,0,0,92,0,0,1,40
5,0,8,92,25,46,1,1,4,41
6,1,20,61,57,35,0,0,3,42
7,1,12,40,85,6,0,0,2,43
1,0,6,39,10,81,0,0,2,44
2,0,23,86,42,24,1,1,4,45
3,0,7,83,12,34,0,1,4,46
4,0,20,57,97,10,0,0,3,47
5,0,5,12,9,63,0,0,1,48
6,1,8,46,12,29,0,0,2,49
7,1,21,21,14,70,0,0,1,50
1,0,10,28,39,85,0,0,2,51
2,0,0,92,82,89,1,1,4,52
3,0,21,44,12,53,0,0,2,53
4,0,14,41,94,83,0,0,2,54
5,0,14,58,48,93,0,0,3,55
6,1,10,95,20,6,1,1,4,56
7,1,13,26,78,34,0,0,2,57
1,0,18,27,97,26,0,0,2,58
2,0,7,10,44,100,0,0,1,59
3,0,11,40,31,42,0,0,2,60
4,0,14,20,76,79,0,0,1,61
5,0,22,69,65,2,0,0,3,62
6,1,5,54,41,3,0,0,3,63
7,1,12,92,53,78,1,1,4,64
1,0,7,59,10,6,0,0,3,65
2,0,18,56,90,74,0,0,3,66
3,0,19,48,42,98,0,0,2,67
4,0,1,74,73,77,0,0,3,68
5,0,9,3,94,5,0,0,1,69
6,1,3,92,27,21,1,1,4,70
7,1,0,87,70,63,1,1,4,71
1,0,9,39,26,71,0,0,2,72
2,0,18,9,53,89,0,0,1,73
3,0,11,49,96,44,0,0,2,74
4,0,18,42,37,74,0,0,2,75
5,0,4,100,45,74,1,1,4,76
6,1,8,58,43,80,0,0,3,77
7,1,6,15,34,78,0,0,1,78
1,0,8,1,47,45,0,0,1,79
2,0,0,69,71,74,0,0,3,80
3,0,9,55,4,64,0,0,3,81
4,0,9,19,77,33,0,0,1,82
5,0,23,45,64,98,0,0,2,83
6,1,23,64,78,38,0,0,3,84
7,1,1,89,61,75,1,1,4,85
1,0,18,11,98,6,0,0,1,86
2,0,13,34,53,22,0,0,2,87
3,0,12,64,97,70,0,0,3,88
4,0,19,68,20,41,0,0,3,89
5,0,11,18,54,56,0,0,1,90
6,1,18,28,19,93,0,0,2,91
7,1,7,74,20,11,0,0,3,92
1,0,14,39,82,84,0,0,2,93
2,0,9,81,23,2,0,1,4,94
3,0,9,92,73,69,1,1,4,95
4,0,2,88,38,90,1,1,4,96
5,0,22,52,77,21,0,0,3,97
6,1,4,17,52,60,0,0,1,98
7,1,20,63,77,45,0,0,3,99
1,0,21,67,54,17,0,0,3,100
2,0,3,58,80,18,0,0,3,101
3,0,6,50,37,59,0,0,3,102
4,0,17,28,6,62,0,0,2,103
5,0,14,5,17,6,0,0,1,104
6,1,0,49,11,71,0,0,2,105
7,1,11,28,15,80,0,0,2,106
1,0,9,31,1,78,0,0,2,107
2,0,8,81,71,79,0,1,4,108
3,0,6,10,84,2,0,0,1,109
4,0,1,84,89,17,0,1,4,110
5,0,23,53,100,99,0,0,3,111
6,1,18,26,24,50,0,0,2,112
7,1,23,91,98,0,1,1,4,113
1,0,0,68,84,84,0,0,3,114
2,0,16,18,81,16,0,0,1,115
3,0,7,27,97,23,0,0,2,116
4,0,15,53,85,37,0,0,3,117
5,0,18,70,25,32,0,0,3,118
6,1,16,69,53,29,0,0,3,119
7,1,17,32,39,29,0,0,2,120
1,0,1,52,78,35,0,0,3,121
2,0,2,15,98,70,0,0,1,122
3,0,6,54,14,16,0,0,3,123
4,0,19,5,65,49,0,0,1,124
5,0,10,49,61,47,0,0,2,125
6,1,19,93,37,40,1,1,4,126
7,1,18,41,74,47,0,0,2,127
1,0,13,72,100,68,0,0,3,128
2,0,18,63,0,63,0,0,3,129
3,0,23,89,76,49,1,1,4,130
4,0,11,1,81,82,0,0,1,131
5,0,6,3,25,95,0,0,1,132
6,1,20,46,90,42,0,0,2,133
7,1,17,51,97,31,0,0,3,134
1,0,19,27,30,36,0,0,2,135
2,0,16,43,90,37,0,0,2,136
3,0,20,8,57,68,0,0,1,137
4,0,11,83,67,29,0,1,4,138
5,0,18,99,40,41,1,1,4,139
6,1,12,93,41,6,1,1,4,140
7,1,17,99,29,27,1,1,4,141
1,0,3,32,21,0,0,0,2,142
2,0,17,98,62,72,1,1,4,143
3,0,3,60,75,9,0,0,3,144
4,0,4,9,67,49,0,0,1,145
5,0,5,82,44,3,0,1,4,146
6,1,4,41,31,98,0,0,2,147
7,1,22,29,2,27,0,0,2,148
1,0,19,65,56,9,0,0,3,149
2,0,17,50,53,53,0,0,3,150
3,0,11,53,32,12,0,0,3,151
4,0,13,81,31,16,0,1,4,152
5,0,18,23,25,40,0,0,1,153
6,1,10,58,49,100,0,0,3,154
7,1,10,2,90,98,0,0,1,155
1,0,8,100,9,46,1,1,4,156
2,0,15,36,15,96,0,0,2,157
3,0,20,43,48,54,0,0,2,158
4,0,9,32,23,84,0,0,2,159
5,0,23,4,51,37,0,0,1,160
6,1,16,88,0,88,1,1,4,161
7,1,6,25,78,73,0,0,1,162
1,0,19,13,2,88,0,0,1,163
2,0,4,21,66,76,0,0,1,164
3,0,19,67,38,49,0,0,3,165
4,0,3,85,2,88,1,1,4,166
5,0,17,95,84,26,1,1,4,167
6,1,12,51,30,83,0,0,3,168
7,1,15,90,70,44,1,1,4,169
1,0,3,79,96,3,0,1,4,170
2,0,9,95,12,69,1,1,4,171
3,0,14,15,86,100,0,0,1,172
4,0,14,4,82,95,0,0,1,173
5,0,5,66,2,51,0,0,3,174
6,1,7,29,33,5,0,0,2,175
7,1,3,50,82,44,0,0,3,176
1,0,20,63,19,97,0,0,3,177
2,0,17,71,25,61,0,0,3,178
3,0,19,13,14,34,0,0,1,179
4,0,15,14,66,76,0,0,1,180
5,0,20,61,74,18,0,0,3,181
6,1,14,76,50,57,0,1,4,182
7,1,18,100,28,70,1,1,4,183
1,0,6,69,65,27,0,0,3,184
2,0,5,80,27,45,0,1,4,185
3,0,2,34,26,25,0,0,2,186
4,0,20,1,28,18,0,0,1,187
5,0,16,56,8,71,0,0,3,188
6,1,15,40,70,67,0,0,2,189
7,1,4,69,51,94,0,0,3,190
1,0,0,70,35,5,0,0,3,191
2,0,4,17,30,7,0,0,1,192
3,0,2,31,31,79,0,0,2,193
4,0,6,78,77,1,0,1,4,194
5,0,16,51,69,11,0,0,3,195
6,1,14,50,59,6,0,0,3,196
7,1,5,21,12,14,0,0,1,197
1,0,14,91,30,34,1,1,4,198
2,0,18,67,40,60,0,0,3,199
3,0,22,61,73,39,0,0,3,200
4,0,22,44,48,0,0,0,2,201
5,0,18,49,57,60,0,0,2,202
6,1,9,89,60,90,1,1,4,203
7,1,13,90,94,77,1,1,4,204
1,0,17,77,84,60,0,1,4,205
2,0,4,41,12,28,0,0,2,206
3,0,19,98,12,54,1,1,4,207
4,0,13,73,94,9,0,0,3,208
5,0,9,10,32,23,0,0,1,209
6,1,21,89,56,21,1,1,4,210
7,1,2,63,40,86,0,0,3,211
1,0,21,98,22,31,1,1,4,212
2,0,10,72,26,44,0,0,3,213
3,0,18,82,5,50,0,1,4,214
4,0,13,15,40,1,0,0,1,215
5,0,12,14,97,98,0,0,1,216
6,1,18,73,51,6,0,0,3,217
7,1,2,63,61,50,0,0,3,218
1,0,22,29,54,43,0,0,2,219
2,0,17,96,71,93,1,1,4,220
3,0,0,80,72,36,0,1,4,221
4,0,21,43,27,93,0,0,2,222
5,0,16,19,31,62,0,0,1,223
6,1,5,68,8,77,0,0,3,224
7,1,17,38,27,34,0,0,2,225
1,0,2,40,71,73,0,0,2,226
2,0,5,87,11,45,1,1,4,227
3,0,18,67,77,96,0,0,3,228
4,0,22,23,28,69,0,0,1,229
5,0,0,58,34,12,0,0,3,230
6,1,15,98,85,1,1,1,4,231
7,1,9,23,63,87,0,0,1,232
1,0,3,13,100,38,0,0,1,233
2,0,13,46,78,73,0,0,2,234
3,0,12,12,48,31,0,0,1,235
4,0,19,79,45,77,0,1,4,236
5,0,9,11,57,87,0,0,1,237
6,1,15,27,5,29,0,0,2,238
7,1,4,44,86,56,0,0,2,239
1,0,1,70,52,32,0,0,3,240
2,0,21,52,62,33,0,0,3,241
3,0,15,30,75,13,0,0,2,242
4,0,9,23,1,59,0,0,1,243
5,0,6,32,95,47,0,0,2,244
6,1,0,36,6,69,0,0,2,245
7,1,18,23,89,57,0,0,1,246
1,0,15,2,30,36,0,0,1,247
2,0,12,30,67,76,0,0,2,248
3,0,1,14,32,76,0,0,1,249
4,0,9,15,91,73,0,0,1,250
5,0,9,51,84,58,0,0,3,251
6,1,17,23,62,37,0,0,1,252
7,1,5,57,85,86,0,0,3,253
1,0,19,62,69,94,0,0,3,254
2,0,0,9,44,77,0,0,1,255
3,0,13,12,87,64,0,0,1,256
4,0,13,80,49,15,0,1,4,257
5,0,2,24,21,96,0,0,1,258
6,1,19,100,26,76,1,1,4,259
7,1,7,88,44,79,1,1,4,260
1,0,22,1,78,34,0,0,1,261
2,0,10,9,87,98,0,0,1,262
3,0,1,19,49,28,0,0,1,263
4,0,5,63,4,89,0,0,3,264
5,0,13,49,89,51,0,0,2,265
6,1,20,65,49,43,0,0,3,266
7,1,0,84,27,15,0,1,4,267
1,0,16,81,48,21,0,1,4,268
2,0,8,17,31,15,0,0,1,269
3,0,21,29,13,39,0,0,2,270
4,0,5,75,94,67,0,0,3,271
5,0,0,7,69,78,0,0,1,272
6,1,2,3,38,94,0,0,1,273
7,1,3,15,45,24,0,0,1,274
1,0,7,99,21,52,1,1,4,275
2,0,23,100,7,53,1,1,4,276
3,0,8,34,11,17,0,0,2,277
4,0,13,19,64,82,0,0,1,278
5,0,17,79,98,17,0,1,4,279
6,1,20,8,91,3,0,0,1,280
7,1,4,53,34,14,0,0,3,281
1,0,11,82,62,36,0,1,4,282
2,0,6,93,89,32,1,1,4,283
3,0,23,87,61,70,1,1,4,284
4,0,23,29,85,46,0,0,2,285
5,0,19,69,62,57,0,0,3,286
6,1,18,92,76,7,1,1,4,287
7,1,12,15,65,46,0,0,1,288
1,0,7,21,95,17,0,0,1,289
2,0,3,74,38,28,0,0,3,290
3,0,7,9,21,14,0,0,1,291
4,0,7,63,55,69,0,0,3,292
5,0,20,23,44,77,0,0,1,293
6,1,18,37,64,12,0,0,2,294
7,1,21,94,38,26,1,1,4,295
1,0,16,61,19,45,0,0,3,296
2,0,10,36,56,67,0,0,2,297
3,0,2,54,12,61,0,0,3,298
4,0,23,13,41,56,0,0,1,299
5,0,19,91,34,10,1,1,4,300
6,1,14,89,64,82,1,1,4,301
7,1,6,25,17,38,0,0,1,302
1,0,1,39,61,16,0,0,2,303
2,0,13,70,34,3,0,0,3,304
3,0,3,32,73,33,0,0,2,305
4,0,21,65,89,69,0,0,3,306
5,0,18,57,84,61,0,0,3,307
6,1,12,91,9,46,1,1,4,308
7,1,2,95,43,84,1,1,4,309
1,0,4,25,15,86,0,0,1,310
2,0,9,18,95,58,0,0,1,311
3,0,1,65,65,1,0,0,3,312
4,0,19,97,4,36,1,1,4,313
5,0,11,23,18,99,0,0,1,314
6,1,8,84,30,28,0,1,4,315
7,1,3,22,62,53,0,0,1,316
1,0,16,27,45,7,0,0,2,317
2,0,5,8,62,81,0,0,1,318
3,0,8,0,6,45,0,0,1,319
4,0,19,95,71,14,1,1,4,320
5,0,7,80,81,63,0,1,4,321
6,1,1,25,72,59,0,0,1,322
7,1,11,72,99,44,0,0,3,323
1,0,1,6,93,58,0,0,1,324
2,0,0,32,32,5,0,0,2,325
3,0,20,70,97,51,0,0,3,326
4,0,4,5,41,99,0,0,1,327
5,0,7,82,81,90,0,1,4,328
6,1,6,28,56,6,0,0,2,329
7,1,21,88,88,61,1,1,4,330
1,0,12,75,60,81,0,0,3,331
2,0,1,52,53,28,0,0,3,332
3,0,0,36,95,81,0,0,2,333
4,0,13,34,55,95,0,0,2,334
5,0,2,12,93,31,0,0,1,335
6,1,4,80,90,29,0,1,4,336
7,1,19,19,88,11,0,0,1,337
1,0,0,94,34,53,1,1,4,338
2,0,18,75,44,38,0,0,3,339
3,0,3,38,25,65,0,0,2,340
4,0,4,27,40,29,0,0,2,341
5,0,4,82,21,30,0,1,4,342
6,1,12,29,6,74,0,0,2,343
7,1,20,9,74,78,0,0,1,344
1,0,14,27,72,29,0,0,2,345
2,0,12,86,8,73,1,1,4,346
3,0,3,45,49,79,0,0,2,347
4,0,12,64,22,49,0,0,3,348
5,0,1,41,92,62,0,0,2,349
6,1,16,29,79,76,0,0,2,350
7,1,11,83,48,60,0,1,4,351
1,0,5,64,53,31,0,0,3,352
2,0,22,74,15,46,0,0,3,353
3,0,14,57,71,38,0,0,3,354
4,0,15,19,70,43,0,0,1,355
5,0,14,41,77,100,0,0,2,356
6,1,18,37,49,67,0,0,2,357
7,1,23,32,14,50,0,0,2,358
1,0,19,89,10,63,1,1,4,359
2,0,2,3,96,94,0,0,1,360
3,0,23,26,22,17,0,0,2,361
4,0,20,22,28,42,0,0,1,362
5,0,1,8,64,32,0,0,1,363
6,1,12,39,97,62,0,0,2,364
7,1,3,3,29,4,0,0,1,365
1,0,9,42,19,19,0,0,2,1
2,0,8,64,100,33,0,0,3,2
3,0,12,27,20,55,0,0,2,3
4,0,12,41,30,23,0,0,2,4
5,0,16,37,68,81,0,0,2,5
6,1,7,75,36,76,0,0,3,6
7,1,22,15,39,95,0,0,1,7
1,0,9,42,4,17,0,0,2,8
2,0,22,94,44,96,1,1,4,9
3,0,20,66,97,81,0,0,3,10
4,0,2,49,56,54,0,0,2,11
5,0,13,40,67,64,0,0,2,12
6,1,20,12,30,48,0,0,1,13
7,1,7,6,52,14,0,0,1,14
1,0,20,7,67,45,0,0,1,15
2,0,7,53,4,98,0,0,3,16
3,0,20,62,76,4,0,0,3,17
4,0,10,42,46,70,0,0,2,18
5,0,17,40,34,47,0,0,2,19
6,1,16,92,73,98,1,1,4,20
7,1,0,50,20,69,0,0,3,21
1,0,22,37,86,25,0,0,2,22
2,0,3,90,51,41,1,1,4,23
3,0,10,61,63,34,0,0,3,24
4,0,8,11,8,11,0,0,1,25
5,0,0,25,81,89,0,0,1,26
6,1,6,93,34,83,1,1,4,27
7,1,16,15,71,2,0,0,1,28
1,0,14,92,18,25,1,1,4,29
2,0,1,47,74,95,0,0,2,30
3,0,8,59,63,9,0,0,3,31
4,0,19,93,2,91,1,1,4,32
5,0,15,3,52,30,0,0,1,33
6,1,20,94,16,93,1,1,4,34
7,1,4,0,6,88,0,0,1,35
1,0,20,19,59,61,0,0,1,36
2,0,12,92,70,25,1,1,4,37
3,0,5,74,23,60,0,0,3,38
4,0,20,75,76,73,0,0,3,39
5,0,9,40,18,69,0,0,2,40
6,1,18,68,79,68,0,0,3,41
7,1,5,21,33,12,0,0,1,42
1,0,1,79,5,49,0,1,4,43
2,0,23,46,82,29,0,0,2,44
3,0,16,46,84,38,0,0,2,45
4,0,12,59,48,31,0,0,3,46
5,0,16,17,0,79,0,0,1,47
6,1,17,89,89,54,1,1,4,48
7,1,14,4,0,41,0,0,1,49
1,0,8,86,92,60,1,1,4,50
2,0,7,95,50,89,1,1,4,51
3,0,22,21,86,49,0,0,1,52
4,0,15,25,31,12,0,0,1,53
5,0,0,72,31,67,0,0,3,54
6,1,14,93,55,96,1,1,4,55
7,1,6,51,82,97,0,0,3,56
1,0,5,72,100,96,0,0,3,57
2,0,11,32,13,18,0,0,2,58
3,0,21,55,87,98,0,0,3,59
4,0,0,26,44,18,0,0,2,60
5,0,19,10,20,66,0,0,1,61
6,1,1,42,17,15,0,0,2,62
7,1,7,51,28,23,0,0,3,63
1,0,13,52,75,41,0,0,3,64
2,0,0,55,76,88,0,0,3,65
3,0,1,14,4,70,0,0,1,66
4,0,15,94,4,12,1,1,4,67
5,0,12,98,85,19,1,1,4,68
6,1,3,51,24,23,0,0,3,69
7,1,8,47,1,38,0,0,2,70
1,0,18,71,23,60,0,0,3,71
2,0,6,45,23,27,0,0,2,72
3,0,9,57,93,31,0,0,3,73
4,0,12,62,92,34,0,0,3,74
5,0,2,51,59,98,0,0,3,75
6,1,15,95,99,96,1,1,4,76
7,1,6,92,23,97,1,1,4,77
1,0,8,73,97,90,0,0,3,78
2,0,1,60,36,8,0,0,3,79
3,0,23,87,25,5,1,1,4,80
4,0,22,81,17,72,0,1,4,81
5,0,19,49,30,73,0,0,2,82
6,1,0,95,33,33,1,1,4,83
7,1,6,29,90,12,0,0,2,84
1,0,21,35,43,90,0,0,2,85
2,0,19,68,81,26,0,0,3,86
3,0,14,53,24,99,0,0,3,87
4,0,13,26,84,7,0,0,2,88
5,0,2,48,98,79,0,0,2,89
6,1,10,28,51,76,0,0,2,90
7,1,16,49,37,77,0,0,2,91
1,0,16,16,77,91,0,0,1,92
2,0,21,100,47,33,1,1,4,93
3,0,7,97,38,16,1,1,4,94
4,0,10,95,41,33,1,1,4,95
5,0,11,82,16,80,0,1,4,96
6,1,1,73,56,50,0,0,3,97
7,1,18,17,99,69,0,0,1,98
1,0,22,17,52,87,0,0,1,99
2,0,8,62,41,87,0,0,3,100
3,0,20,40,47,30,0,0,2,101
4,0,15,4,87,26,0,0,1,102
5,0,20,52,17,38,0,0,3,103
6,1,6,11,18,25,0,0,1,104
7,1,7,51,38,30,0,0,3,105
1,0,18,13,59,11,0,0,1,106
2,0,1,51,13,95,0,0,3,107
3,0,2,48,49,91,0,0,2,108
4,0,12,56,47,93,0,0,3,109
5,0,15,87,46,22,1,1,4,110
6,1,6,6,47,37,0,0,1,111
7,1,14,25,48,26,0,0,1,112
1,0,5,59,49,79,0,0,3,113
2,0,5,97,13,0,1,1,4,114
3,0,21,98,38,52,1,1,4,115
4,0,10,3,65,89,0,0,1,116
5,0,19,49,61,56,0,0,2,117
6,1,2,72,36,53,0,0,3,118
7,1,1,84,72,92,0,1,4,119
1,0,23,13,90,13,0,0,1,120
2,0,17,13,39,64,0,0,1,121
3,0,0,46,25,7,0,0,2,122
4,0,6,36,14,90,0,0,2,123
5,0,16,3,20,91,0,0,1,124
6,1,22,19,45,29,0,0,1,125
7,1,22,5,24,25,0,0,1,126
1,0,3,48,57,37,0,0,2,127
2,0,23,73,10,74,0,0,3,128
3,0,17,28,74,51,0,0,2,129
4,0,16,13,49,57,0,0,1,130
5,0,10,96,26,37,1,1,4,131
6,1,8,10,15,48,0,0,1,132
7,1,10,70,30,0,0,0,3,133
1,0,3,23,11,19,0,0,1,134
2,0,20,12,35,90,0,0,1,135
3,0,13,90,6,79,1,1,4,136
4,0,13,67,65,83,0,0,3,137
5,0,6,35,76,80,0,0,2,138
6,1,21,94,71,6,1,1,4,139
7,1,1,95,17,42,1,1,4,140
1,0,10,99,41,15,1,1,4,141
2,0,16,59,33,69,0,0,3,142
3,0,6,11,27,100,0,0,1,143
4,0,3,10,78,36,0,0,1,144
5,0,17,45,93,94,0,0,2,145
6,1,9,87,56,16,1,1,4,146
7,1,17,52,67,78,0,0,3,147
1,0,8,99,33,89,1,1,4,148
2,0,11,60,23,41,0,0,3,149
3,0,5,63,3,52,0,0,3,150
4,0,18,15,61,70,0,0,1,151
5,0,16,67,14,98,0,0,3,152
6,1,8,41,94,70,0,0,2,153
7,1,17,54,99,99,0,0,3,154
1,0,23,93,23,32,1,1,4,155
2,0,6,6,25,36,0,0,1,156
3,0,11,24,40,99,0,0,1,157
4,0,14,5,42,39,0,0,1,158
5,0,19,84,53,29,0,1,4,159
6,1,0,78,40,62,0,1,4,160
7,1,15,42,46,12,0,0,2,161
1,0,19,51,58,68,0,0,3,162
2,0,17,89,21,42,1,1,4,163
3,0,4,31,95,46,0,0,2,164
4,0,22,55,90,20,0,0,3,165
5,0,0,62,88,22,0,0,3,166
6,1,2,38,32,26,0,0,2,167
7,1,2,11,38,14,0,0,1,168
1,0,3,77,2,63,0,1,4,169
2,0,1,41,39,40,0,0,2,170
3,0,4,25,73,8,0,0,1,171
4,0,5,97,49,69,1,1,4,172
5,0,18,34,80,100,0,0,2,173
6,1,12,72,97,96,0,0,3,174
7,1,5,70,40,16,0,0,3,175
1,0,22,15,29,47,0,0,1,176
2,0,19,22,83,25,0,0,1,177
3,0,5,57,23,56,0,0,3,178
4,0,13,78,73,64,0,1,4,179
5,0,14,45,68,85,0,0,2,180
6,1,16,90,90,96,1,1,4,181
7,1,3,32,30,26,0,0,2,182
1,0,10,66,85,8,0,0,3,183
2,0,20,74,16,81,0,0,3,184
3,0,19,5,74,38,0,0,1,185
4,0,13,99,90,19,1,1,4,186
5,0,8,49,26,5,0,0,2,187
6,1,14,75,77,84,0,0,3,188
7,1,6,11,90,57,0,0,1,189
1,0,1,56,34,75,0,0,3,190
2,0,19,91,64,52,1,1,4,191
3,0,4,77,84,97,0,1,4,192
4,0,23,21,37,43,0,0,1,193
5,0,0,89,72,98,1,1,4,194
6,1,1,54,83,95,0,0,3,195
7,1,11,34,30,95,0,0,2,196
1,0,7,64,9,29,0,0,3,197
2,0,19,62,2,100,0,0,3,198
3,0,13,23,86,24,0,0,1,199
4,0,8,7,81,5,0,0,1,200
5,0,19,17,6,12,0,0,1,201
6,1,10,46,34,76,0,0,2,202
7,1,22,33,68,58,0,0,2,203
1,0,21,98,99,17,1,1,4,204
2,0,8,62,58,26,0,0,3,205
3,0,11,25,85,84,0,0,1,206
4,0,1,63,43,2,0,0,3,207
5,0,13,71,61,52,0,0,3,208
6,1,8,75,93,15,0,0,3,209
7,1,7,83,33,51,0,1,4,210
1,0,4,80,79,42,0,1,4,211
2,0,9,44,18,6,0,0,2,212
3,0,3,83,2,4,0,1,4,213
4,0,9,99,54,61,1,1,4,214
5,0,18,23,98,31,0,0,1,215
6,1,8,97,1,0,1,1,4,216
7,1,6,72,97,65,0,0,3,217
1,0,19,41,51,79,0,0,2,218
2,0,23,93,73,81,1,1,4,219
3,0,3,84,37,29,0,1,4,220
4,0,11,32,43,1,0,0,2,221
5,0,20,95,28,87,1,1,4,222
6,1,18,59,72,84,0,0,3,223
7,1,20,44,43,15,0,0,2,224
1,0,15,50,12,92,0,0,3,225
2,0,23,33,79,7,0,0,2,226
3,0,9,26,86,37,0,0,2,227
4,0,8,67,90,90,0,0,3,228
5,0,22,77,57,89,0,1,4,229
6,1,7,44,37,92,0,0,2,230
7,1,14,2,25,75,0,0,1,231
